,CODI EOI,CODI INE,NOM ESTACIO,AREA URBANA,MUNICIPI,LATITUD,LONGITUD,ALTITUD,DATA,YEAR,MONTH,DAY,HOUR,OBSERVATION,M_O3_ppmv,M_T_celcius,M_P,M_O3_ug/m3
0,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,1,52.0,0.03485001251101494,20.700929252075582,101107.859375,69.22569759693047
1,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,2,55.0,0.035159628838300705,19.736619852681372,101145.8125,70.09696465420146
2,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,3,64.0,0.03480159491300583,19.307238426721256,101164.484375,69.49785495521284
3,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,4,63.0,0.03395615145564079,19.099588890416385,101179.40625,67.86771616187897
4,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,5,64.0,0.032572854310274124,18.831384484329305,101196.375,65.17366804458305
5,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,6,63.0,0.03185576573014259,18.91930260569302,101208.375,63.727244775327904
6,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,7,60.0,0.03133796900510788,20.10961284445017,101215.53125,62.44135286112534
7,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,8,,0.03327898308634758,22.27296348201537,101206.5859375,65.81746128342887
8,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,9,,0.03782133013010025,24.454958268472296,101193.5390625,74.2430792306047
9,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,10,,0.04096630960702896,26.38051838648687,101168.9296875,79.88026104257922
10,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,11,69.0,0.044922590255737305,28.37225761728422,101137.328125,86.98882108212109
11,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,12,74.0,0.049272626638412476,30.75563550012862,101107.8984375,94.63648463142941
12,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,13,78.0,0.051710665225982666,29.635949143193898,101081.65625,99.66055733567282
13,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,14,82.0,0.051744889467954636,29.3851947318783,101041.0546875,99.76908404407105
14,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,15,81.0,0.05145898833870888,28.676857427018035,101013.4375,99.42350461456432
15,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,16,80.0,0.05264226347208023,28.138043708448834,100989.484375,101.86743410055841
16,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,17,83.0,0.05396772921085358,27.380196755041254,100969.28125,104.67472992418455
17,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,18,90.0,0.055838778614997864,25.483291274257226,100955.9296875,108.97730841403543
18,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,19,89.0,0.05512389913201332,24.5441326352626,100968.359375,107.93480445342412
19,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,20,81.0,0.05425681173801422,23.857439948704098,100997.6875,106.51356650386754
20,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,21,77.0,0.05331190302968025,23.42044475439417,101028.046875,104.84430116697142
21,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,22,67.0,0.0522778294980526,22.95959954790652,101061.609375,103.00488610061086
22,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,23,66.0,0.05094708502292633,22.534136180191297,101093.78125,100.5593163192366
23,43123005,43123,Reus,peri-urban,Reus,41.150803,1.120201,102,2016-07-15,2016,7,15,0,62.0,0.03841893747448921,21.047374876105494,101062.75,76.19109642694531
24,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,1,65.0,0.041745901107788086,20.858747331090285,102007.75,83.61675546971505
25,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,2,64.0,0.04183250293135643,21.034465478922243,102024.078125,83.75357401087716
26,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,3,68.0,0.04176902770996094,21.034622401414424,102024.0078125,83.62638693685649
27,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,4,57.0,0.038302481174468994,20.921322855695564,102042.890625,76.72970711319077
28,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,5,57.0,0.032293651252985,20.82830182796124,102029.1484375,64.70423266462406
29,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,6,52.0,0.03477774187922478,20.842796039540247,102021.328125,69.67263236735103
30,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,7,39.0,0.03529084846377373,20.94878282555618,102016.9375,70.67205339047267
31,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,8,36.0,0.0386921688914299,21.087973255016777,102018.09375,77.44762671784736
32,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,9,37.0,0.04597574844956398,21.484059672638296,102020.1796875,91.90486416150728
33,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,10,55.0,0.04906291514635086,21.596825079624637,102013.265625,98.0318997224269
34,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,11,66.0,0.05091053247451782,21.72094081560124,102020.25,101.6877417068974
35,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,12,76.0,0.0516035221517086,21.809664455070845,102012.2890625,103.03286174521597
36,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,13,86.0,0.04916653037071228,22.086983434972524,101986.7421875,98.05033385208053
37,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,14,94.0,0.0526985265314579,22.83062414118706,101946.078125,104.78817314751754
38,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,15,105.0,0.05075699836015701,22.9757406138624,101927.484375,100.85969073801927
39,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,16,108.0,0.05246450752019882,22.707604790176674,101914.0,104.33337740188924
40,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,17,92.0,0.051296405494213104,22.728523374771612,101900.6015625,101.9898126963193
41,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,18,82.0,0.05235367268323898,22.664754219214387,101901.734375,104.11551535935659
42,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,19,78.0,0.05293283984065056,22.60701211170749,101906.546875,105.29282677523686
43,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,20,92.0,0.05343012511730194,22.486316013458918,101938.140625,106.35836985036495
44,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,21,81.0,0.052976734936237335,22.406183225355733,101949.1640625,105.49584696534284
45,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,22,79.0,0.051299866288900375,22.390665126151248,101953.6953125,102.16649946900802
46,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,23,66.0,0.048043135553598404,22.45009798304386,101959.8359375,95.66706572264522
47,8121013,8121,Mataró,urban,Mataró,41.547175,2.443298,40,2016-07-15,2016,7,15,0,51.0,0.04185399040579796,20.930271278936402,101981.6875,83.79145452188699
48,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,1,,0.027934536337852478,22.410488430686485,101980.078125,55.64382643070736
49,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,2,,0.032254658639431,22.409179852961813,102018.8671875,64.27395868760728
50,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,3,,0.030568907037377357,22.234112037416708,102031.3359375,60.95830850543249
51,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,4,,0.02740839309990406,21.90042738384352,102045.0625,54.72501353461904
52,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,5,,0.02092200145125389,21.667354977225102,102058.9609375,41.81266800127974
53,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,6,,0.01936490647494793,21.41943339966656,102070.1015625,38.73761036829732
54,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,7,,0.020028091967105865,21.80028623977978,102083.0390625,40.01758729279408
55,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,8,,0.029294081032276154,22.677117767667596,102100.625,58.368274150412184
56,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,9,,0.03323734179139137,23.983525370606856,102104.1640625,65.9363096475695
57,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,10,,0.03694536164402962,25.473515180523293,102084.671875,72.91267152920665
58,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,11,,0.03849959373474121,25.941040694089793,102069.8515625,75.85020889666706
59,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,12,,0.04013192281126976,25.744784189316533,102067.1953125,79.11600841902064
60,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,13,,0.04085317999124527,25.39381621413122,102032.4375,80.60511548285646
61,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,14,,0.04125848412513733,24.636790109368917,101994.6796875,81.58154255368187
62,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,15,77.0,0.040768831968307495,23.9617674356997,101970.46875,80.77731013184992
63,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,16,67.0,0.03950764611363411,23.974309101348183,101954.9765625,78.26326365707601
64,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,17,68.0,0.03943397104740143,23.680436112305813,101962.7421875,78.20061079843038
65,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,18,70.0,0.041595518589019775,23.389751458982744,101963.6875,82.56875049052381
66,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,19,78.0,0.04198640584945679,23.0463256240933,101969.8984375,83.44639411990512
67,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,20,78.0,0.04475538805127144,22.880265031193517,102009.1171875,89.03376878433465
68,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,21,76.0,0.04442526772618294,22.801247645464628,102030.5,88.41917303267856
69,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,22,70.0,0.04587879404425621,22.750935330398534,102043.2734375,91.33907156066847
70,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,23,59.0,0.0465162992477417,22.651528394605066,102057.0390625,92.65188544058906
71,8169009,8169,El Prat de Llobregat (Sagnier),peri-urban,"Prat de Llobregat, el",41.321773,2.0821,7,2016-07-15,2016,7,15,0,39.0,0.0064465682953596115,22.425438675800535,101939.7734375,12.83543123728292
72,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,1,96.0,0.04448724538087845,9.028329831951112,87021.625,79.20372383697439
73,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,2,91.0,0.0478716678917408,9.375049119562846,87035.90625,85.13862084796315
74,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,3,79.0,0.04795937240123749,9.270080685362814,87036.0390625,85.32643328838118
75,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,4,74.0,0.047726791352033615,9.213513248452216,87026.84375,84.9206773052484
76,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,5,71.0,0.04541618376970291,8.670498577038757,87024.9375,80.96332490135336
77,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,6,70.0,0.04172707721590996,10.247489169472544,87016.8359375,73.96594499470564
78,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,7,72.0,0.04498680308461189,12.362309061093583,87014.0625,79.15097994289219
79,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,8,,0.04425070434808731,13.398499487874687,87010.8984375,77.57151214838456
80,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,9,,0.04438091069459915,13.98958602315372,87020.828125,77.64847074863582
81,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,10,,0.04638878256082535,14.647127575646948,87048.6875,81.00191800240246
82,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,11,75.0,0.04761150851845741,15.46210434237139,87063.9765625,82.91678508752463
83,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,12,82.0,0.047692738473415375,16.259338765451275,87084.0078125,82.84850620219791
84,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,13,89.0,0.04704519361257553,16.85037971573746,87079.5625,81.55291469434641
85,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,14,96.0,0.04683303087949753,17.310984398352048,87073.2109375,81.05047699340614
86,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,15,97.0,0.04630804806947708,17.49355929055838,87071.1796875,80.0897164093644
87,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,16,98.0,0.04549342393875122,17.273186320737523,87070.578125,78.73998386654657
88,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,17,99.0,0.04361527040600777,16.644847703926928,87070.7265625,75.65308338502423
89,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,18,98.0,0.03727131336927414,15.377626683311462,87067.8515625,64.93093799040811
90,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,19,101.0,0.03864431753754616,13.67259797297777,87058.9609375,67.71615829097088
91,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,20,101.0,0.04726707562804222,13.296621742668265,87093.8984375,82.96775042366073
92,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,21,98.0,0.048024002462625504,12.556885416356408,87095.4375,84.51613070730207
93,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,22,91.0,0.04900415986776352,12.36934711258408,87091.1875,86.29351780975081
94,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,23,88.0,0.04824223741889,12.242008002512819,87096.6796875,84.995080361452
95,17125001,17125,Pardines,rural,Pardines,42.311959,2.2130549999999998,1226,2016-07-15,2016,7,15,0,85.0,0.045921262353658676,9.374732436672105,87009.921875,81.64558022455043
96,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,1,33.0,0.039581507444381714,20.612766425538837,99902.265625,77.71010099841847
97,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,2,26.0,0.03547709807753563,20.488963224943234,99931.046875,69.7013835721733
98,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,3,26.0,0.03379185497760773,20.4543038087117,99947.625,66.40926126630843
99,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,4,24.0,0.03112858533859253,20.32360964414829,99959.765625,61.20996270937143
100,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,5,26.0,0.02835591323673725,19.95072168839954,99978.9921875,55.83956944012051
101,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,6,31.0,0.033118490129709244,19.605872237831818,99992.71875,65.30400939970924
102,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,7,32.0,0.035976484417915344,20.30847753129956,100005.546875,70.7787203601343
103,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,8,34.0,0.03825675696134567,21.666626517553027,100019.828125,74.928810587562
104,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,9,48.0,0.041344158351421356,23.466771811229194,100019.9296875,80.4843704801454
105,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,10,64.0,0.04805343225598335,25.52598550452143,100003.171875,92.8847545701514
106,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,11,,0.04993133619427681,26.814839006228908,99979.59375,96.07729343817509
107,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,12,,0.051740970462560654,26.412001835937303,99967.7265625,99.68142019549926
108,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,13,85.0,0.05183262750506401,25.98726675794495,99940.0703125,99.97212175467783
109,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,14,90.0,0.05451091751456261,25.278696375141465,99901.9765625,105.34733322637236
110,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,15,102.0,0.0531492605805397,24.731713584108263,99873.3125,102.87489218269735
111,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,16,88.0,0.05169453099370003,24.366136745502388,99848.8515625,100.15755235726895
112,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,17,83.0,0.051449764519929886,23.445073810052463,99857.2109375,100.00125375467783
113,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,18,88.0,0.05427013337612152,22.71178452752588,99870.7890625,105.75893113380562
114,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,19,91.0,0.05598063766956329,22.124369222948076,99881.640625,109.32118063693328
115,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,20,89.0,0.056652311235666275,21.77804733069155,99919.9765625,110.80527494354148
116,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,21,85.0,0.056369297206401825,21.653224552930794,99944.1171875,110.32506249389496
117,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,22,79.0,0.05653552711009979,21.54309859681399,99958.2734375,110.70743322919114
118,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,23,52.0,0.055735740810632706,21.474560665717775,99971.640625,109.18128579726161
119,8089005,8089,Gavà,peri-urban,Gavà,41.303095,1.991498,25,2016-07-15,2016,7,15,0,46.0,0.04204867035150528,20.85261762482071,99871.9609375,82.46149468071408
120,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,1,52.0,0.04772971570491791,20.582512537041794,101202.6640625,94.93696146524897
121,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,2,42.0,0.0464305654168129,20.539258727035474,101232.4921875,92.39370722345708
122,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,3,43.0,0.04476116597652435,19.940312179399257,101254.8671875,89.27346488919044
123,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,4,48.0,0.039490632712841034,19.97347892098628,101242.7578125,78.74337181387858
124,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,5,39.0,0.01695636473596096,20.689225425293614,101227.3203125,33.723083267620794
125,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,6,37.0,0.0029420515056699514,20.96335678501123,101222.46875,5.8454641876395
126,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,7,32.0,0.007702346425503492,21.581926247269337,101225.3046875,15.27184519927827
127,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,8,27.0,0.02045704424381256,22.6544094088257,101236.53125,40.418673128554566
128,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,9,25.0,0.024187415838241577,24.259279867459554,101240.109375,47.532878673864
129,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,10,23.0,0.029866162687540054,25.87470363744916,101228.9375,58.36917992312901
130,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,11,,0.03363071754574776,27.329356037284185,101210.5234375,65.39638167640517
131,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,12,,0.03014550730586052,29.946044921328962,101179.15625,58.09515786366924
132,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,13,,0.03538556024432182,29.215482037071354,101161.65625,68.34651136918602
133,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,14,,0.0334562323987484,28.836801931692435,101130.65625,64.68125681014938
134,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,15,59.0,0.028759455308318138,28.13635595114897,101110.890625,55.71930398998672
135,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,16,52.0,0.035156045109033585,25.85255870010519,101110.578125,68.63225320679835
136,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,17,49.0,0.037496957927942276,25.012455472490615,101109.96875,73.40803696367117
137,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,18,57.0,0.03965447470545769,24.27298671843323,101111.2578125,77.82582604457244
138,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,19,55.0,0.04215263947844505,23.685819918647553,101115.359375,82.89572837637185
139,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,20,50.0,0.04225270450115204,23.2544594227802,101161.609375,83.25149941602709
140,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,21,54.0,0.042204927653074265,22.935847818406103,101180.765625,83.26261127414243
141,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,22,48.0,0.04530905932188034,22.66062635333418,101193.84375,89.48122529841858
142,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,23,56.0,0.0459025576710701,22.426805523310918,101210.984375,90.74041012190219
143,8019043,8019,Barcelona (Eixample),urban,Barcelona,41.385315000000006,2.1538,26,2016-07-15,2016,7,15,0,59.0,0.048626672476530075,20.906953159379498,101178.25,96.59103451931414
144,17001002,17001,Agullana,rural,Agullana,42.392001,2.8421,214,2016-07-15,2016,7,15,1,,0.044843655079603195,16.381146745456363,99498.046875,88.96656524840364
145,17001002,17001,Agullana,rural,Agullana,42.392001,2.8421,214,2016-07-15,2016,7,15,2,,0.046113599091768265,16.44385762339789,99481.296875,91.45083325765225
146,17001002,17001,Agullana,rural,Agullana,42.392001,2.8421,214,2016-07-15,2016,7,15,3,,0.047455109655857086,16.6903939256498,99445.6328125,93.99750819475231
147,17001002,17001,Agullana,rural,Agullana,42.392001,2.8421,214,2016-07-15,2016,7,15,4,,0.04858317971229553,16.91312846940008,99405.578125,96.11932657197441
148,17001002,17001,Agullana,rural,Agullana,42.392001,2.8421,214,2016-07-15,2016,7,15,5,,0.04962597414851189,17.11563449746717,99370.75,98.07956851153554
149,17001002,17001,Agullana,rural,Agullana,42.392001,2.8421,214,2016-07-15,2016,7,15,6,,0.05032462626695633,17.60181516836701,99335.7734375,99.25910533985112
150,17001002,17001,Agullana,rural,Agullana,42.392001,2.8421,214,2016-07-15,2016,7,15,7,,0.05080217868089676,18.387586343520354,99335.1640625,99.93033708610298
