,CODI EOI,CODI INE,NOM ESTACIO,AREA URBANA,MUNICIPI,LATITUD,LONGITUD,ALTITUD,DATA,YEAR,MONTH,DAY,HOUR,OBSERVATION,M_PM10_ug m^-3,M_T_celcius,M_P,M_PM10_ug/m3
0,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,1,23.0,824.258056640625,20.998539671406775,101937.03125,824.258056640625
1,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,2,22.0,763.0736083984375,20.728023403015015,101963.9765625,763.0736083984375
2,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,3,25.0,1104.1214599609375,20.36013383704875,101976.9921875,1104.1214599609375
3,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,4,23.0,2246.546875,20.43221285879605,101970.9375,2246.546875
4,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,5,21.0,8116.61083984375,21.115197218848152,101951.0859375,8116.61083984375
5,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,6,19.0,49381.5234375,21.515489025192437,101946.1640625,49381.5234375
6,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,7,18.0,34706.11328125,22.154158914528523,101948.5,34706.11328125
7,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,8,24.0,16265.748046875,23.066504558036854,101959.0859375,16265.748046875
8,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,9,35.0,13083.3857421875,24.45738840949963,101965.140625,13083.3857421875
9,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,10,34.0,16462.70703125,26.16054188836415,101951.21875,16462.70703125
10,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,11,35.0,12221.8779296875,25.69812943147508,101949.9765625,12221.8779296875
11,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,12,43.0,9519.5849609375,26.226372246528967,101928.6640625,9519.5849609375
12,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,13,57.0,7939.12353515625,26.56318815696625,101899.8046875,7939.12353515625
13,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,14,66.0,8069.28515625,26.629146011601904,101862.5703125,8069.28515625
14,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,15,55.0,9990.828125,25.903078830904178,101841.2265625,9990.828125
15,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,16,49.0,10170.9130859375,25.454366680152475,101837.859375,10170.9130859375
16,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,17,51.0,7721.30224609375,24.85289697966965,101835.15625,7721.30224609375
17,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,18,61.0,6192.68359375,24.320788318768905,101834.796875,6192.68359375
18,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,19,57.0,5253.17529296875,23.89297084519353,101841.125,5253.17529296875
19,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,20,61.0,5195.30517578125,23.531935262024774,101883.4140625,5195.30517578125
20,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,21,49.0,5713.71142578125,23.318939153078873,101902.4453125,5713.71142578125
21,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,22,43.0,4669.73876953125,23.100664600257744,101914.8203125,4669.73876953125
22,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,23,37.0,4721.052734375,22.86132809019773,101925.90625,4721.052734375
23,8019004,8019,Barcelona (Poblenou),urban,Barcelona,41.403878000000006,2.204501,3,2016-07-15,2016,7,15,0,75.0,1082.5413818359375,21.28448466792389,101913.6328125,1082.5413818359375
24,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,1,14.0,933.0360717773438,20.378606636361837,100894.90625,933.0360717773438
25,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,2,11.0,846.450927734375,20.024072194821997,100912.234375,846.450927734375
26,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,3,10.0,951.3081665039062,19.50909775380586,100931.8828125,951.3081665039062
27,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,4,11.0,1662.2437744140625,19.542737320658603,100931.1953125,1662.2437744140625
28,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,5,13.0,5448.60009765625,19.596319484725257,100926.03125,5448.60009765625
29,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,6,14.0,10680.615234375,20.13091140495135,100917.71875,10680.615234375
30,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,7,17.0,9742.1611328125,21.021053509831745,100918.0546875,9742.1611328125
31,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,8,22.0,7546.96728515625,22.177672656972675,100924.46875,7546.96728515625
32,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,9,24.0,7445.15673828125,23.702467016410083,100923.96875,7445.15673828125
33,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,10,17.0,6644.72265625,25.48621789826376,100902.7109375,6644.72265625
34,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,11,15.0,6088.37744140625,27.349465253562414,100877.484375,6088.37744140625
35,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,12,11.0,7314.275390625,26.743729337022558,100876.25,7314.275390625
36,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,13,20.0,6687.3701171875,27.81931977824371,100813.1171875,6687.3701171875
37,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,14,36.0,6263.77490234375,27.438231928634536,100762.9140625,6263.77490234375
38,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,15,44.0,7012.76220703125,26.663634820607342,100759.390625,7012.76220703125
39,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,16,37.0,7309.88427734375,25.885697112985667,100763.9921875,7309.88427734375
40,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,17,16.0,5727.890625,25.063826059126654,100767.9140625,5727.890625
41,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,18,22.0,4972.71337890625,24.34502901835998,100773.3125,4972.71337890625
42,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,19,22.0,4563.427734375,23.697710492528245,100785.7890625,4563.427734375
43,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,20,19.0,4653.64111328125,23.10054094789291,100834.046875,4653.64111328125
44,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,21,20.0,4902.76025390625,22.719619073509477,100856.765625,4902.76025390625
45,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,22,22.0,4409.38232421875,22.399447308681886,100872.484375,4409.38232421875
46,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,23,24.0,4676.26416015625,22.056481169201163,100889.8125,4676.26416015625
47,8125013,8125,Montcada i Reixac (Can Sant Joan),peri-urban,Montcada i Reixac,41.469826,2.175836,29,2016-07-15,2016,7,15,0,23.0,1111.97119140625,20.54433405284243,100865.9140625,1111.97119140625
48,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,1,17.0,2080.63720703125,20.808703074842413,101304.921875,2080.63720703125
49,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,2,22.0,1903.72216796875,20.691345242800992,101325.609375,1903.72216796875
50,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,3,17.0,2050.423583984375,20.406018992581835,101337.3984375,2050.423583984375
51,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,4,18.0,2973.586669921875,20.37773075609988,101339.4921875,2973.586669921875
52,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,5,19.0,6117.39794921875,20.32031091414723,101333.2578125,6117.39794921875
53,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,6,16.0,9161.779296875,20.741668853883425,101323.828125,9161.779296875
54,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,7,17.0,7706.05126953125,21.436353504810597,101320.4375,7706.05126953125
55,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,8,21.0,6646.08447265625,22.887163944921838,101321.109375,6646.08447265625
56,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,9,29.0,6864.68798828125,24.65322662802879,101313.2578125,6864.68798828125
57,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,10,29.0,7110.13427734375,26.393067423148807,101291.140625,7110.13427734375
58,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,11,20.0,5863.87451171875,27.251418463278583,101269.2578125,5863.87451171875
59,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,12,11.0,5632.38623046875,26.734959034735596,101257.875,5632.38623046875
60,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,13,17.0,5718.45458984375,27.49421989033499,101224.875,5718.45458984375
61,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,14,31.0,5265.8173828125,27.676062713913893,101176.234375,5265.8173828125
62,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,15,39.0,6126.99560546875,27.529974908916586,101158.3125,6126.99560546875
63,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,16,34.0,6537.01806640625,26.898324226738566,101163.4453125,6537.01806640625
64,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,17,26.0,5586.58349609375,25.906181842119224,101165.9375,5586.58349609375
65,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,18,26.0,4807.09130859375,25.006654932600043,101171.6015625,4807.09130859375
66,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,19,27.0,4575.7138671875,24.334539428693006,101183.09375,4575.7138671875
67,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,20,22.0,4744.05810546875,23.810314200913012,101228.34375,4744.05810546875
68,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,21,22.0,5176.58447265625,23.410572987372177,101251.5390625,5176.58447265625
69,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,22,27.0,4929.10498046875,23.08449082547247,101265.75,4929.10498046875
70,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,23,28.0,4902.28515625,22.699962171020047,101282.4453125,4902.28515625
71,8260010,8260,Santa Perpètua de Mogoda,peri-urban,Santa Perpètua de Mogoda,41.526720000000005,2.1838,84,2016-07-15,2016,7,15,0,31.0,2061.03564453125,21.142753117494976,101271.703125,2061.03564453125
72,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,1,20.0,2436.7587890625,19.718469856688955,100262.15625,2436.7587890625
73,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,2,18.0,2154.689697265625,18.589974745505117,100306.84375,2154.689697265625
74,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,3,15.0,2092.894287109375,18.169368598432868,100344.6796875,2092.894287109375
75,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,4,12.0,2519.21875,17.89856654638305,100381.2578125,2519.21875
76,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,5,14.0,3697.21533203125,17.568452988793297,100415.734375,3697.21533203125
77,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,6,13.0,4810.486328125,18.04164936018799,100438.0234375,4810.486328125
78,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,7,15.0,2319.1513671875,19.034222004096875,100428.6875,2319.1513671875
79,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,8,17.0,2476.271240234375,21.583068079364523,100395.8828125,2476.271240234375
80,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,9,20.0,2221.574462890625,23.889118860011138,100351.4921875,2221.574462890625
81,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,10,26.0,1683.7999267578125,25.892364876746967,100306.2109375,1683.7999267578125
82,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,11,23.0,1292.7127685546875,27.683716807728786,100264.1171875,1292.7127685546875
83,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,12,25.0,1129.493408203125,29.12847403269609,100228.3203125,1129.493408203125
84,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,13,28.0,1322.021728515625,31.374856480750054,100171.1953125,1322.021728515625
85,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,14,28.0,1298.4630126953125,31.777263652697457,100118.015625,1298.4630126953125
86,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,15,26.0,1393.12158203125,32.087297488979914,100070.359375,1393.12158203125
87,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,16,22.0,1415.5455322265625,32.30540716904312,100027.796875,1415.5455322265625
88,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,17,18.0,1317.0780029296875,32.19580825120954,99990.78125,1317.0780029296875
89,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,18,23.0,1352.4036865234375,31.916173605297217,99958.359375,1352.4036865234375
90,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,19,24.0,1064.356689453125,30.47420328336318,99956.703125,1064.356689453125
91,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,20,24.0,1374.2764892578125,27.811992973092345,100001.546875,1374.2764892578125
92,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,21,27.0,1566.789306640625,25.582176550267945,100049.3203125,1566.789306640625
93,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,22,27.0,1650.7896728515625,24.52172066738791,100102.9765625,1650.7896728515625
94,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,23,40.0,2066.95263671875,23.93764224746161,100154.421875,2066.95263671875
95,25120001,25120,Lleida,urban,Lleida,41.615815000000005,0.6157,220,2016-07-15,2016,7,15,0,43.0,1509.3953857421875,21.106484755379256,100200.5,1509.3953857421875
96,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,1,17.0,3117.3251953125,22.283147143590497,101837.703125,3117.3251953125
97,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,2,14.0,2584.381591796875,21.196980779068724,101877.9140625,2584.381591796875
98,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,3,17.0,2710.51611328125,20.57872809358338,101900.46875,2710.51611328125
99,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,4,17.0,3411.776611328125,20.302620233533105,101916.8046875,3411.776611328125
100,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,5,11.0,4522.1396484375,20.055154879719055,101938.34375,4522.1396484375
101,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,6,13.0,5610.12646484375,20.030772701171145,101953.484375,5610.12646484375
102,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,7,17.0,5680.95654296875,20.848043490137798,101965.28125,5680.95654296875
103,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,8,31.0,5985.21240234375,22.769027128401888,101959.609375,5985.21240234375
104,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,9,39.0,6260.5556640625,24.5511860324836,101946.8046875,6260.5556640625
105,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,10,27.0,6462.22705078125,25.581398959907858,101928.28125,6462.22705078125
106,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,11,24.0,5876.2353515625,26.182824935667895,101907.046875,5876.2353515625
107,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,12,28.0,5080.28857421875,26.491735719332723,101895.3203125,5080.28857421875
108,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,13,27.0,5023.9765625,26.64462832928041,101848.9140625,5023.9765625
109,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,14,25.0,3909.96435546875,26.58059521007999,101799.8828125,3909.96435546875
110,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,15,24.0,3503.850341796875,26.158552111393135,101768.078125,3503.850341796875
111,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,16,23.0,3349.457763671875,25.801559409325648,101742.8125,3349.457763671875
112,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,17,28.0,2922.826171875,25.28486979148738,101721.1328125,2922.826171875
113,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,18,19.0,2617.52734375,24.68831130255353,101709.1484375,2617.52734375
114,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,19,20.0,2360.912109375,24.123921345955807,101720.0703125,2360.912109375
115,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,20,21.0,2247.5927734375,23.711858268845845,101747.6640625,2247.5927734375
116,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,21,28.0,2303.71337890625,23.341370345597454,101781.40625,2303.71337890625
117,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,22,26.0,2253.52783203125,23.009156213905953,101811.8046875,2253.52783203125
118,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,23,18.0,1925.7783203125,22.765145050734873,101843.546875,1925.7783203125
119,43148003,43148,Tarragona (Bonavista),peri-urban,Tarragona,41.11591,1.191999,39,2016-07-15,2016,7,15,0,21.0,2013.0850830078125,22.226513835044216,101798.6171875,2013.0850830078125
120,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,1,19.0,842.8814697265625,21.122076331188737,102097.1640625,842.8814697265625
121,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,2,17.0,729.29833984375,20.599700594434523,102123.7578125,729.29833984375
122,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,3,18.0,1035.3001708984375,20.43041563342149,102137.5546875,1035.3001708984375
123,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,4,19.0,1959.560302734375,20.436557516558594,102130.1171875,1959.560302734375
124,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,5,19.0,7968.9443359375,20.67447883550443,102116.1640625,7968.9443359375
125,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,6,18.0,22553.111328125,21.131327176333116,102099.5625,22553.111328125
126,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,7,18.0,28885.58984375,22.238974622960257,102100.5859375,28885.58984375
127,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,8,23.0,14605.728515625,23.363275530775866,102107.5390625,14605.728515625
128,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,9,31.0,11829.404296875,24.804809304439345,102111.8671875,11829.404296875
129,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,10,31.0,10157.7255859375,25.8717401821786,102108.2734375,10157.7255859375
130,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,11,30.0,8933.6884765625,25.580039006373966,102103.6953125,8933.6884765625
131,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,12,30.0,11259.7646484375,26.185802717492038,102096.0703125,11259.7646484375
132,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,13,32.0,8921.7431640625,26.4055631033022,102057.6484375,8921.7431640625
133,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,14,32.0,9094.0751953125,26.518729011651715,102009.9765625,9094.0751953125
134,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,15,33.0,11283.40234375,25.736350258817254,101995.1796875,11283.40234375
135,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,16,29.0,11606.9228515625,25.28413347772579,101990.890625,11606.9228515625
136,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,17,27.0,8889.1923828125,24.630339912279453,101989.890625,8889.1923828125
137,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,18,27.0,7116.9716796875,24.1005251004442,101989.6875,7116.9716796875
138,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,19,29.0,6104.92431640625,23.678358265276074,101996.0390625,6104.92431640625
139,8194008,8194,Sant Adrià de Besòs,urban,Sant Adrià de Besòs,41.425593,2.2222,7,2016-07-15,2016,7,15,20,29.0,6043.1787109375,23.347816495681286,102034.9140625,6043.1787109375
